,modelname,classname,img1_id,img2_id,concepts_1,concepts_2,sum1,sum2,common_sum,diff,jaccard
0,inception_utensil_shape_bias,TEA_SPOON,483,539,"primary_concept_tablespoon,primary_concept_background,color_silver,color_green","primary_concept_knife,primary_concept_background,color_grey,color_green",0.1337998939637548,0.0032565838458147034,0.0470452664295721,0.1305433101179401,0.33
1,inception_utensil_shape_bias,TEA_SPOON,496,614,"primary_concept_spatula,primary_concept_background,color_brown,color_silver,color_green","primary_concept_spatula,color_darkviolet",0.008253267235805302,-0.0678008869681209,-0.0092580042027297,0.0760541542039262,0.17
2,inception_utensil_shape_bias,TEA_SPOON,448,501,"primary_concept_spoon,color_aquamarine","primary_concept_fork,color_silver",-0.044785981160634106,-0.008014336585059399,0.0,0.036771644575574705,0.0
3,inception_utensil_shape_bias,TEA_SPOON,409,589,"primary_concept_spoon,primary_concept_background,color_silver,color_yellow","primary_concept_spoon,primary_concept_background,color_golden,color_yellow",-0.0673835141387161,-0.1392209036393543,-0.0770909323973213,0.0718373895006382,0.6
4,inception_utensil_shape_bias,TEA_SPOON,403,489,"primary_concept_spoon,primary_concept_background,color_silver,color_green","primary_concept_spoon,primary_concept_photo,color_silver,color_green",0.05091658556998681,0.04492126640163001,0.04492126640163001,0.0059953191683568,0.6
5,inception_utensil_shape_bias,TEA_SPOON,483,489,"primary_concept_tablespoon,primary_concept_background,color_silver,color_green","primary_concept_spoon,primary_concept_photo,color_silver,color_green",0.1337998939637548,0.04492126640163001,0.050757365519820505,0.08887862756212479,0.33
6,inception_utensil_shape_bias,TEA_SPOON,403,539,"primary_concept_spoon,primary_concept_background,color_silver,color_green","primary_concept_knife,primary_concept_background,color_grey,color_green",0.05091658556998681,0.0032565838458147034,0.0470452664295721,0.047660001724172105,0.33
7,inception_utensil_shape_bias,TEA_SPOON,417,652,"primary_concept_shadow,primary_concept_background,primary_concept_spatula,color_green,color_silver","primary_concept_spoon,primary_concept_background,color_blue,color_green",0.0345729905399932,-0.0631842236326957,0.0470452664295721,0.0977572141726889,0.29
8,inception_utensil_shape_bias,TEA_SPOON,489,539,"primary_concept_spoon,primary_concept_photo,color_silver,color_green","primary_concept_knife,primary_concept_background,color_grey,color_green",0.04492126640163001,0.0032565838458147034,0.0410499472612153,0.041664682555815305,0.14
9,inception_utensil_shape_bias,TEA_SPOON,501,634,"primary_concept_fork,color_silver","primary_concept_butter_knife,color_steel",-0.008014336585059399,-0.0706342329578981,0.0,0.0626198963728387,0.0
